2016 Summary Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,SNP,Sanction Deduction,2016 Part C Summary,2016 Part D Summary,2016 Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3307,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NY), INC.","UnitedHealth Group, Inc.",No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3312,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NY)",Aetna Inc.,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3314,1876 Cost,HIP Health Plan of Greater New York,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",No,No,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3327,Local CCP,Touchstone Health,"TOUCHSTONE HEALTH HMO, INC.","Touchstone Health Partnership, Inc",Yes,No,3,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3328,Local CCP,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",Yes,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3330,Local CCP,EmblemHealth Medicare HMO,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",Yes,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3335,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3337,Local CCP,Liberty Health Advantage,"LIBERTY HEALTH ADVANTAGE, INC.","Liberty Health Advantage, Inc.",Yes,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3342,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Anthem Inc.,No,No,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3344,Local CCP,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,"Independent Health Association, Inc.",No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3347,Local CCP,Elderplan,"ELDERPLAN, INC.","Elderplan, Inc.",Yes,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3351,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3359,Local CCP,Healthfirst Medicare Plan,"MANAGED HEALTH, INC.","Healthfirst, Inc.",Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3361,Local CCP,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",Yes,No,2.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3362,Local CCP,Independent Health,"INDEPENDENT HEALTH ASSOCIATION, INC.","Independent Health Association, Inc.",Yes,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3370,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE HMO, INC.",Anthem Inc.,Yes,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3379,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3384,Local CCP,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,No,No,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3387,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3388,Local CCP,CDPHP Medicare Choices,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.","Capital District Physicians' Health Plan, Inc.",No,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3404,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3421,PFFS,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3447,Local CCP,Anthem HealthKeepers,"HEALTHKEEPERS, INC.",Anthem Inc.,Yes,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3449,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3471,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",The Carle Foundation,No,No,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3480,Demo,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3503,1876 Cost,Sanford Heart of America Health Plan,SANFORD HEART OF AMERICA HEALTH PLAN,Sanford Health Plan,No,No,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3528,Local CCP,"ConnectiCare, Inc.","CONNECTICARE, INC.","EmblemHealth, Inc.",No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3533,Local CCP,"Humana Health Company of New York, Inc.","HUMANA HEALTH COMPANY OF NEW YORK, INC.",Humana Inc.,Yes,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3536,Local CCP,Anthem Blue Cross and Blue Shield,"MATTHEW THORNTON HEALTH PLAN, INC.",Anthem Inc.,No,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3561,Local CCP,"HEALTH NET COMMUNITY SOLUTIONS, INC.","HEALTH NET COMMUNITY SOLUTIONS, INC.","Health Net, Inc.",Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3597,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (ME)",Aetna Inc.,No,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3653,Local CCP,Paramount Elite,"PARAMOUNT CARE, INC.",Promedica Health System,No,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3655,Local CCP,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,Anthem Inc.,Yes,No,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3660,Local CCP,SummaCare Medicare Advantage Plans,SUMMACARE INC.,Summa Health System,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3664,Local CCP,PrimeTime Health Plan,AULTCARE HEALTH INSURING CORPORATION,Aultman Health Foundation,No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3668,Local CCP,MediGold,"MOUNT CARMEL HEALTH PLAN, INC.",Trinity Health,No,No,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3672,Local CCP,The Health Plan,HEALTH PLAN OF THE UPPER OHIO VALLEY,Health Plan of the Upper Ohio Valley,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3706,Local CCP,Generations Healthcare,"GENERATIONS HEALTHCARE, INC.","Kinderhook Capital Fund III, L.P.",No,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3708,Local CCP,Tribute Health Plan of Oklahoma,"OKLAHOMA SUPERIOR SELECT, INC.","Healthcare Investors, LLC",Yes,No,Not enough data available,2.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3749,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OKLAHOMA, INC.","UnitedHealth Group, Inc.",No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3755,Local CCP,CommunityCare Senior Health Plan (HMO),"COMMUNITY CARE HMO, INC","CommunityCare Managed Healthcare Plans of OK, Inc.",No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3765,Local CCP,HeartlandPlains Health,HEARTLANDPLAINS HEALTH,Catholic Health Initiatives,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3794,Local CCP,UnitedHealthcare,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3805,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OREGON, INC.","UnitedHealth Group, Inc.",No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3810,Local CCP,AllCare Advantage,"ALLCARE HEALTH PLAN, INC.","MidRogue AllCare Health Assurance, Inc.",No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3811,Local CCP,Samaritan Advantage Health Plan,"SAMARITAN HEALTH PLANS, INC.",Samaritan Health Services,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3813,Local CCP,"Moda Health Plan, Inc.","MODA HEALTH PLAN, INC.","Moda, Inc.",No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3814,Local CCP,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3815,Local CCP,Alignment Health Plan,ALIGNMENT HEALTH PLAN,"Alignment Healthcare USA, LLC",Yes,No,3,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3817,Local CCP,Regence BlueCross BlueShield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OREGON,"Cambia Health Solutions, Inc.",No,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3818,Local CCP,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,Yes,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3822,Local CCP,"Blue Cross Blue Shield of IL, MT, NM",HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,Yes,No,2.5,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3832,Local CCP,Akamai Advantage by HMSA,HAWAII MEDICAL SERVICE ASSOCIATION,Hawaii Medical Service Association,Yes,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3864,Local CCP,PacificSource Medicare,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Health Plans,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3890,Local CCP,Johns Hopkins,"HOPKINS HEALTH ADVANTAGE, INC.",Johns Hopkins Healthcare LLC,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3907,Local CCP,UPMC Health Plan,"UPMC HEALTH PLAN, INC.",UPMC Health System,Yes,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3909,Local CCP,Personal Choice 65 PPO,QCC INSURANCE COMPANY,"Independence Health Group, Inc.",No,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3916,Local CCP,Highmark Senior Health Company,HIGHMARK SENIOR HEALTH COMPANY,Highmark Health,No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3923,Local CCP,Capital Advantage Insurance Company,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital BlueCross,No,No,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3924,Local CCP,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Health System,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3928,Local CCP,Coventry Health Care,"AETNA HEALTH, INC.",Aetna Inc.,No,No,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3931,Local CCP,Aetna Medicare,"AETNA HEALTH, INC, (PA)",Aetna Inc.,No,No,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3945,Local CCP,Cigna-HealthSpring,CIGNA HEALTH AND LIFE INSURANCE COMPANY,CIGNA,No,No,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3949,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH PENNSYLVANIA, INC.",CIGNA,Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3952,Local CCP,Keystone 65 HMO,"KEYSTONE HEALTH PLAN EAST, INC.","Independence Health Group, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3954,Local CCP,Geisinger Gold,GEISINGER HEALTH PLAN,Geisinger Health System,Yes,No,4,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3957,Local CCP,Highmark Choice Company,"KEYSTONE HEALTH PLAN WEST, INC.",Highmark Health,No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3959,Local CCP,HealthAmerica,"HEALTHAMERICA PENNSYLVANIA, INC.",Aetna Inc.,Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3962,Local CCP,"Keystone Health Plan Central, Inc.","KEYSTONE HEALTH PLAN CENTRAL, INC.",Capital BlueCross,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3979,Local CCP,Blue Cross Blue Shield of OK,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Health Care Service Corporation,No,No,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4003,Local CCP,Medicare y Mucho Mﬂs,"MMM HEALTHCARE, LLC.",InnovaCare Inc.,Yes,No,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4004,Local CCP,PMC Medicare Choice,"PMC MEDICARE CHOICE, LLC",InnovaCare Inc.,Yes,No,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4005,Local CCP,Triple-S Advantage,"TRIPLE-S ADVANTAGE, INC.",Triple-S Management Corporation,No,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4011,Local CCP,First +Plus,"MMM HEALTHCARE, LLC.",InnovaCare Inc.,No,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4036,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Inc.,No,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4141,Local CCP,"Humana Employers Health Plan of Georgia, Inc.","HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",Humana Inc.,Yes,No,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4145,Local CCP,"Humana Regional Health Plan, Inc.","HUMANA REGIONAL HEALTH PLAN, INC.",Humana Inc.,No,No,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4152,Local CCP,Blue Cross & Blue Shield of Rhode Island,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4198,Local CCP,Advantage Medicare Plan,"COMMUNITYCARE GOVERNMENT PROGRAMS, INC.",St Francis Health System & St John Health System,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4213,PFFS,ARKANSAS BLUE CROSS AND BLUE SHIELD,USABLE MUTUAL INSURANCE COMPANY,USAble Mutual Insurance Company,No,No,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4227,Local CCP,"Vista Health Plan, Inc.","VISTA HEALTH PLAN, INC.","Independence Health Group, Inc.",Yes,No,1.5,3.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4279,Local CCP,UPMC for You,"UPMC FOR YOU, INC",UPMC Health System,Yes,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4346,Local CCP,CareMore Health Plan of Nevada,CAREMORE HEALTH PLAN OF NEVADA,Anthem Inc.,Yes,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4388,MSA,"Security Health Plan of Wisconsin, Inc.","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Marshfield Clinic Health System, Inc.",No,No,Plan too new to be measured,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4407,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,Yes,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4454,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,Yes,No,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4461,Local CCP,Cariten Health Plan Inc.,CARITEN HEALTH PLAN INC.,Humana Inc.,Yes,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4465,Demo,ICS Community Care Plus FIDA MMP,"INDEPENDENCE CARE SYSTEM, INC.",Paraprofessional Healthcare Institute,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4488,Local CCP,HarvestPlains Health,HARVESTPLAINS HEALTH OF IOWA,Catholic Health Initiatives,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4490,Local CCP,Missouri Medicare Select (HMO SNP),"MISSOURI MEDICARE SELECT, LLC.","MO Select, LLC",Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4497,Local CCP,Medical Mutual of Ohio,MEDICAL MUTUAL OF OHIO,MEDICAL MUTUAL OF OHIO,No,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4506,Local CCP,Universal American Corp.,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4513,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4514,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UnitedHealth Group, Inc.",Yes,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4523,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (TX)",Aetna Inc.,No,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4525,Local CCP,FirstCare Advantage,"SHA, L.L.C",Covenant Health - Hendrick Medical Center,Yes,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4527,Local CCP,PHYSICIANS HEALTH CHOICE,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,"UnitedHealth Group, Inc.",Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4528,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,2.5,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4564,1876 Cost,Scott and White Health Plan SeniorCare,SCOTT AND WHITE HEALTH PLAN,Baylor Scott & White Holdings,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4590,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","UnitedHealth Group, Inc.",Yes,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4604,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF UTAH, INC.","UnitedHealth Group, Inc.",No,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4605,Local CCP,Regence BlueCross BlueShield of Utah,REGENCE BLUECROSS BLUESHIELD OF UTAH,"Cambia Health Solutions, Inc.",No,No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4738,Local CCP,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",No,No,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4754,Local CCP,PacificSource Medicare,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Health Plans,No,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4866,Local CCP,Access Medicare,CUATRO LLC,Cuatro LLC.,Yes,No,2,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4875,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4876,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",No,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4909,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Inc.,No,No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4922,Local CCP,AgeWell New York,"AGEWELL NEW YORK, LLC","AgeWell New York, LLC",Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4931,Local CCP,University Care Advantage,"UNIVERSITY CARE ADVANTAGE, INC.",Banner Health,Yes,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5008,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5009,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",No,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5010,Local CCP,Asuris Northwest Health,ASURIS NORTHWEST HEALTH,"Cambia Health Solutions, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5042,Local CCP,CDPHP Medicare Choices,"CDPHP UNIVERSAL BENEFITS, INC.","Capital District Physicians' Health Plan, Inc.",No,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5050,Local CCP,Group Health Cooperative,GROUP HEALTH COOPERATIVE,Group Health Cooperative,No,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
